aX,aY,aZ,gX,gY,gZ
-0.080,-0.024,1.504,-169.983,-293.640,-107.910
-0.103,-0.030,1.628,-144.775,-271.240,-97.290
-0.102,-0.055,1.705,-116.455,-251.282,-85.388
-0.107,-0.081,1.692,-94.116,-232.422,-72.815
-0.115,-0.095,1.621,-82.642,-213.501,-59.631
-0.106,-0.102,1.558,-76.782,-191.589,-47.180
-0.101,-0.103,1.505,-74.524,-169.312,-36.438
-0.105,-0.128,1.478,-73.914,-149.170,-29.053
-0.105,-0.149,1.473,-76.477,-132.751,-24.048
-0.101,-0.117,1.499,-81.177,-118.896,-21.240
-0.076,-0.091,1.537,-79.346,-104.370,-21.423
-0.048,-0.063,1.575,-67.749,-91.614,-22.949
-0.054,-0.043,1.576,-50.842,-82.825,-24.841
-0.082,-0.049,1.515,-36.865,-76.965,-25.024
-0.088,-0.027,1.422,-30.762,-70.129,-23.254
-0.062,-0.047,1.422,-25.757,-59.448,-18.982
-0.060,-0.128,1.391,-21.667,-55.298,-11.658
-0.066,-0.145,1.280,-18.677,-59.326,-13.489
-0.052,-0.143,1.217,-14.709,-61.829,-17.273
-0.062,-0.153,1.150,-8.728,-61.401,-14.832
-0.071,-0.170,1.091,-4.395,-59.814,-8.484
-0.068,-0.177,1.054,-2.563,-56.030,-2.625
-0.061,-0.178,1.036,-2.747,-51.758,2.014
0.004,-0.217,1.317,-7.568,-47.607,5.371
0.250,-0.190,2.006,-24.841,-44.922,2.686
0.128,-0.087,1.984,-28.381,-42.969,-12.390
-0.050,0.001,1.546,-20.508,-21.179,-24.658
-0.079,0.041,1.232,-13.489,17.456,-18.066
-0.013,-0.023,0.941,5.005,45.227,-6.592
0.078,-0.130,0.741,11.475,49.988,8.240
0.137,-0.180,0.625,4.028,37.231,18.127
0.152,-0.201,0.612,-2.258,20.813,19.165
0.189,-0.223,0.713,-8.240,9.583,18.921
0.216,-0.227,0.881,-13.367,2.014,18.005
0.233,-0.144,1.038,-15.381,-2.136,15.686
0.252,-0.138,1.191,-14.526,-1.160,17.517
0.279,-0.091,1.243,-14.404,-0.305,16.296
0.279,-0.036,1.192,-13.489,0.488,11.230
0.249,0.005,1.084,-9.583,4.089,7.141
0.233,0.044,0.974,-6.653,9.277,4.761
0.248,0.043,0.921,-5.432,13.794,3.723
0.263,0.013,0.920,-3.052,14.832,1.587
0.256,-0.015,0.941,-1.282,10.559,-2.075
0.245,-0.041,0.975,-1.099,3.601,-5.066
0.233,-0.064,1.017,-0.732,-1.953,-7.629
0.213,-0.087,1.039,0.366,-5.249,-8.728
0.196,-0.108,1.046,1.526,-6.592,-8.362
0.186,-0.113,1.036,2.991,-6.226,-7.507
0.178,-0.102,1.005,4.456,-5.005,-5.554
0.177,-0.088,0.981,6.226,-3.357,-3.357
0.181,-0.083,0.972,7.324,-1.953,-1.160
0.189,-0.082,0.984,6.836,-0.183,0.549
0.185,-0.078,0.991,5.859,0.916,1.099
0.185,-0.076,0.993,2.930,1.770,0.854
0.209,-0.070,1.014,-3.601,2.869,0.549
0.222,-0.070,1.040,-6.653,5.310,-1.526
0.208,-0.073,1.046,-4.211,6.653,-3.845
0.194,-0.076,1.024,-1.831,5.432,-4.944
0.222,-0.121,1.012,-0.366,3.967,-4.150
0.176,-0.097,0.983,-1.465,2.197,-2.563
0.171,-0.099,0.963,0.305,2.869,-2.380
0.201,-0.098,0.962,1.221,4.761,-1.648
0.219,-0.086,0.985,-1.770,4.517,0.793
0.226,-0.079,1.009,-2.502,4.578,1.221
0.222,-0.074,1.021,-2.625,4.578,0.549
0.222,-0.074,1.021,-2.136,5.432,-0.122
0.220,-0.078,1.009,-1.587,6.897,-0.610
0.221,-0.081,0.998,-1.831,8.789,-0.366
0.220,-0.076,0.984,-1.343,11.169,-0.061
0.220,-0.067,0.977,-0.061,12.024,0.061
0.228,-0.057,0.985,-0.366,10.803,0.549
0.236,-0.049,0.997,-0.610,8.728,0.671
0.236,-0.047,1.000,-0.183,6.958,0.122
0.235,-0.045,1.004,0.732,5.554,-0.549
0.234,-0.050,1.016,1.160,3.723,-0.732
0.236,-0.064,1.015,1.648,1.587,-1.038
0.233,-0.074,1.005,1.526,0.061,-1.526
0.225,-0.086,0.992,1.953,-0.427,-2.625
0.216,-0.093,0.980,0.977,0.061,-3.235
0.218,-0.091,0.976,-1.099,1.648,-3.235
0.217,-0.096,0.983,-2.502,4.517,-3.174
0.218,-0.095,0.995,-2.869,7.019,-3.113
0.223,-0.091,1.001,-3.052,8.911,-3.052

0.706,-0.174,-0.567,-16.296,-7.874,29.968
0.873,-0.337,-0.750,-21.240,-8.301,39.124
0.887,-0.287,-0.754,-38.330,-13.367,36.377
0.822,-0.133,-0.657,-53.589,-17.029,22.888
0.819,-0.126,-0.610,-47.852,-18.799,11.230
0.800,-0.164,-0.702,-32.959,-24.353,-1.221
0.776,-0.205,-0.806,-20.081,-32.593,-14.160
0.729,-0.268,-0.905,-12.024,-44.495,-23.132
0.641,-0.275,-1.005,-6.897,-58.716,-29.785
0.579,-0.241,-1.036,-4.272,-73.792,-34.302
0.524,-0.257,-1.112,0.000,-91.309,-34.302
0.489,-0.298,-1.223,2.380,-109.741,-30.701
0.471,-0.302,-1.253,-5.310,-125.488,-25.085
0.433,-0.324,-1.215,-17.029,-136.108,-19.714
0.383,-0.283,-1.270,-25.818,-149.292,-14.771
0.372,-0.253,-1.273,-34.790,-163.940,-6.287
0.385,-0.196,-1.227,-37.537,-180.359,0.488
0.408,-0.113,-1.150,-32.959,-200.439,5.005
0.435,-0.034,-1.063,-26.062,-223.206,7.202
0.465,-0.061,-1.100,-21.118,-248.169,7.812
0.449,0.057,-0.829,-20.508,-278.015,8.545
0.543,0.110,-0.712,-13.550,-308.411,10.986
0.625,0.127,-0.605,-5.859,-344.604,11.841
0.663,0.163,-0.458,2.991,-384.460,3.052
0.643,0.159,-0.325,16.357,-424.927,-12.756
0.610,0.091,-0.234,29.358,-462.891,-29.053
0.559,-0.005,-0.177,37.170,-494.568,-42.786
0.503,-0.098,-0.093,34.302,-517.456,-53.955
0.386,-0.113,0.038,14.526,-529.663,-64.880
0.287,-0.054,0.250,-21.301,-523.132,-75.378
0.248,0.014,0.557,-63.721,-496.033,-85.693
0.132,-0.024,0.819,-102.783,-453.735,-99.854
0.007,-0.098,1.002,-144.531,-398.926,-116.577
-0.072,-0.119,1.167,-192.810,-336.060,-127.014
-0.120,-0.151,1.242,-234.436,-276.978,-126.831
-0.141,-0.147,1.351,-253.845,-218.750,-116.272
-0.090,-0.039,1.496,-246.826,-162.476,-99.243
-0.044,0.111,1.594,-215.515,-122.192,-77.576
0.002,0.242,1.698,-159.851,-101.013,-56.824
0.038,0.261,1.687,-91.919,-102.356,-41.016
0.008,0.207,1.553,-35.828,-127.258,-28.687
-0.083,0.106,1.422,-9.338,-161.926,-20.203
-0.158,-0.027,1.338,-20.264,-186.340,-15.869
-0.183,-0.157,1.322,-55.359,-185.364,-14.893
-0.165,-0.183,1.375,-91.003,-159.058,-17.395
-0.141,-0.184,1.487,-110.168,-121.887,-20.081
-0.161,-0.193,1.563,-109.680,-91.919,-22.156
-0.160,-0.101,1.607,-98.267,-77.271,-21.484
-0.118,0.007,1.723,-75.928,-73.914,-14.709
-0.125,0.074,1.677,-43.579,-88.379,-4.089
-0.098,0.058,1.597,-4.211,-106.506,1.526
-0.095,0.031,1.412,23.987,-123.657,5.981
-0.096,-0.001,1.226,38.208,-129.883,11.108
-0.089,-0.052,1.094,38.086,-120.728,16.418
-0.068,-0.083,1.036,20.264,-99.976,20.691
0.139,-0.110,1.748,-15.625,-72.205,22.949
0.346,0.120,2.248,-51.392,-50.476,14.526
0.061,0.111,1.996,-37.537,-21.851,-10.803
-0.099,0.034,1.502,-17.273,24.902,-32.715
-0.098,-0.016,1.058,-1.892,59.143,-33.875
-0.095,-0.062,0.835,5.127,63.110,-12.939
-0.075,-0.078,0.646,9.583,45.593,8.972
0.056,-0.104,0.636,8.423,28.687,28.442
0.155,-0.171,0.711,4.517,16.052,42.053
0.173,-0.242,0.727,5.249,2.625,42.419
0.185,-0.248,0.760,2.563,-9.338,35.034
0.195,-0.143,0.883,-5.249,-19.958,27.527
0.246,-0.091,1.099,-15.198,-25.330,25.085
0.314,-0.049,1.254,-23.865,-26.306,21.606
0.305,0.061,1.276,-29.114,-26.672,7.385
0.243,0.130,1.224,-26.489,-18.738,-6.714
0.177,0.144,1.115,-19.165,-3.906,-15.015
0.136,0.122,1.017,-12.390,9.888,-15.625
0.137,0.084,0.967,-7.446,18.738,-10.071
0.176,0.020,0.953,-0.305,21.790,-2.991
0.206,-0.042,0.955,7.690,18.738,2.441
0.221,-0.090,0.956,11.536,12.085,5.615
0.237,-0.110,0.960,10.010,5.554,6.226
0.232,-0.064,0.955,4.639,1.648,4.944
0.232,-0.078,1.011,1.038,3.357,5.371
0.250,-0.087,1.038,-0.732,5.554,6.348
0.246,-0.038,1.013,-3.235,2.502,2.136
0.238,-0.025,1.000,-2.380,0.366,0.183
0.213,-0.015,0.968,-0.610,-0.854,0.549
0.207,0.000,0.970,-0.549,-1.160,0.793
0.216,0.006,0.997,-0.061,-0.122,0.061
0.217,-0.002,1.025,1.343,0.854,-0.610
0.213,-0.019,1.041,3.113,1.404,-1.099
0.199,-0.035,1.023,4.456,1.343,-2.014
0.190,-0.042,1.002,3.418,0.793,-2.441
0.184,-0.039,1.002,1.526,0.793,-2.197
0.180,-0.043,1.006,1.160,0.671,-1.404
0.177,-0.047,1.007,1.831,0.305,0.244
0.176,-0.052,1.005,2.502,0.427,1.953
0.180,-0.053,1.001,2.991,2.136,3.235
0.192,-0.040,0.990,2.502,4.761,4.639
0.207,-0.023,0.994,1.038,7.141,5.798
0.220,-0.018,1.009,-0.183,7.568,6.226
0.225,-0.019,1.015,-0.305,5.371,5.615
0.214,-0.020,0.997,0.244,3.235,4.639
0.211,-0.018,0.969,-0.427,2.502,4.028
0.238,-0.026,0.975,-3.967,2.808,3.967
0.254,-0.037,0.996,-6.409,3.113,1.587
0.248,-0.040,1.007,-6.409,2.197,-2.014
0.229,-0.037,1.007,-5.432,0.793,-3.967
0.213,-0.041,1.005,-3.906,0.122,-4.272
0.205,-0.052,1.000,-2.380,-0.366,-3.601
0.206,-0.059,1.003,-0.854,0.061,-2.991
0.210,-0.051,1.010,0.427,0.671,-2.441
0.200,-0.034,1.000,2.014,1.221,-1.404
0.200,-0.024,0.987,2.319,1.892,0.488
0.220,-0.024,0.988,0.916,2.869,2.014
0.237,-0.019,1.000,0.183,3.784,1.953
0.232,-0.011,1.009,-0.183,3.235,0.427
0.225,-0.004,1.012,-0.732,1.526,-1.404
0.219,-0.018,1.001,-1.038,-0.061,-2.319
0.212,-0.030,0.983,-2.441,-0.732,-2.258
0.214,-0.031,0.979,-4.883,-0.549,-1.892
0.216,-0.026,0.994,-6.348,-0.549,-1.709

0.759,-0.092,-0.559,-32.043,-5.920,23.743
0.848,-0.199,-0.633,-32.898,-9.460,30.579
0.984,-0.214,-0.496,-39.490,-15.869,40.222
0.968,-0.188,-0.532,-36.743,-24.475,38.635
0.924,-0.134,-0.569,-29.968,-27.893,26.184
0.893,-0.123,-0.560,-20.691,-27.283,10.925
0.853,-0.194,-0.627,-9.766,-27.527,-4.089
0.806,-0.277,-0.740,-0.671,-29.175,-16.052
0.730,-0.295,-0.844,2.136,-32.410,-23.071
0.603,-0.257,-0.982,0.183,-37.659,-25.696
0.568,-0.225,-1.069,-4.272,-44.922,-25.391
0.542,-0.192,-1.108,-7.080,-55.237,-24.475
0.520,-0.250,-1.178,-8.118,-71.472,-21.423
0.504,-0.284,-1.229,-8.667,-88.501,-18.066
0.460,-0.294,-1.271,-10.437,-105.835,-14.099
0.432,-0.277,-1.287,-16.785,-123.779,-5.676
0.437,-0.232,-1.246,-22.461,-140.930,3.174
0.469,-0.163,-1.140,-22.949,-157.104,9.033
0.476,-0.069,-1.042,-20.752,-174.194,9.888
0.457,-0.005,-0.884,-18.555,-191.711,7.202
0.484,0.087,-0.845,-22.583,-212.341,2.808
0.591,0.163,-0.696,-10.925,-229.126,-7.446
0.661,0.196,-0.555,-3.174,-252.563,-19.775
0.670,0.205,-0.444,-0.793,-286.865,-32.959
0.648,0.201,-0.327,-1.282,-321.716,-47.119
0.632,0.174,-0.181,-4.822,-350.952,-58.411
0.629,0.093,-0.025,-11.597,-375.366,-65.857
0.617,-0.044,0.095,-22.034,-395.325,-72.388
0.573,-0.160,0.216,-40.771,-408.386,-80.811
0.515,-0.220,0.338,-70.374,-411.255,-86.731
0.500,-0.286,0.538,-107.483,-406.372,-86.670
0.531,-0.231,0.692,-145.203,-396.545,-81.909
0.486,-0.188,0.759,-165.283,-381.165,-78.796
0.377,-0.070,0.859,-173.157,-356.140,-78.918
0.305,0.069,0.984,-175.781,-324.341,-78.674
0.328,0.075,1.050,-170.288,-289.734,-75.562
0.274,0.097,1.047,-160.583,-259.338,-65.613
0.291,0.035,1.047,-138.550,-233.093,-54.688
0.302,-0.091,1.007,-114.319,-217.407,-43.274
0.278,-0.229,0.956,-99.915,-214.355,-30.945
0.244,-0.290,0.915,-102.722,-216.125,-19.592
0.226,-0.278,0.896,-116.760,-213.440,-12.512
0.221,-0.206,0.922,-132.263,-203.247,-11.780
0.207,-0.087,0.993,-141.785,-189.697,-15.747
0.171,0.094,1.120,-143.738,-177.612,-22.644
0.130,0.316,1.304,-133.667,-167.908,-31.372
0.073,0.419,1.453,-106.323,-159.485,-40.710
-0.014,0.376,1.496,-70.984,-153.870,-46.143
-0.121,0.257,1.441,-46.875,-150.513,-43.823
-0.154,0.060,1.364,-45.166,-143.127,-34.668
-0.157,0.013,1.262,-52.734,-123.657,-27.710
-0.143,-0.089,1.246,-56.152,-92.102,-20.447
-0.150,-0.147,1.207,-62.012,-69.214,-14.221
-0.138,-0.123,1.188,-69.336,-58.716,-12.146
-0.136,-0.054,1.167,-73.425,-57.312,-8.667
-0.139,-0.022,1.168,-70.007,-59.570,-3.174
-0.101,0.095,1.334,-63.049,-67.322,4.150
0.810,0.282,3.352,-69.824,-82.642,13.306
0.243,0.581,3.746,-34.363,-133.789,-15.564
-0.811,0.580,1.978,14.771,-151.855,-60.486
-0.502,0.473,1.261,9.766,-48.401,-43.762
-0.179,0.099,0.966,44.434,57.129,-13.550
-0.124,-0.018,0.700,53.467,81.543,17.578
-0.090,-0.206,0.422,50.110,59.875,35.034
0.069,-0.307,0.277,33.081,34.241,37.476
0.275,-0.338,0.411,7.568,14.343,34.180
0.308,-0.357,0.727,-8.362,-6.775,26.917
0.254,-0.284,1.010,-15.137,-35.339,12.939
0.260,-0.150,1.312,-21.545,-57.312,-2.563
0.217,-0.054,1.394,-22.278,-62.927,-16.052
0.077,0.226,1.290,-20.996,-45.044,-23.071
0.090,0.191,1.285,-15.076,-4.578,-8.606
0.169,0.164,1.161,-5.493,25.330,-0.427
0.211,0.135,1.013,3.174,34.790,-1.099
0.207,0.069,0.896,10.864,30.334,0.610
0.179,0.044,0.813,13.489,16.174,5.432
0.198,-0.009,0.847,10.803,1.038,13.733
0.241,-0.035,0.919,9.827,-7.568,18.860
0.247,0.010,0.968,10.010,-9.155,17.029
0.253,-0.014,1.067,11.169,-2.625,13.550
0.268,-0.042,1.112,9.277,4.944,10.803
0.253,-0.017,1.054,2.991,5.005,4.028
0.231,-0.004,1.004,-1.221,3.601,-1.099
0.205,0.009,0.961,-1.404,3.235,-2.441
0.199,0.010,0.950,0.671,2.625,-1.648
0.213,0.005,0.970,3.662,1.343,0.122
0.222,0.010,0.989,6.104,-0.366,1.709
0.224,0.002,1.015,7.996,-1.038,2.991
0.218,-0.010,1.029,9.033,-0.488,2.869
0.207,-0.023,1.022,8.728,0.000,1.831
0.193,-0.029,1.007,6.653,0.183,0.732
0.187,-0.032,1.001,3.784,0.244,0.366
0.182,-0.036,1.000,2.502,0.305,-0.061
0.173,-0.038,0.996,2.075,0.366,-0.427
0.166,-0.035,1.001,0.916,0.488,-0.061
0.167,-0.032,1.009,-0.244,1.099,1.465
0.171,-0.026,1.019,-0.610,2.380,3.479
0.179,-0.015,1.024,-0.732,3.784,5.066
0.194,-0.005,1.022,0.549,5.127,6.104
0.205,0.004,1.010,2.808,6.104,7.202
0.212,0.013,0.996,4.578,6.042,7.996
0.225,0.022,0.991,5.005,5.371,9.033
0.239,0.011,0.988,4.578,5.188,9.521
0.251,-0.001,0.985,4.578,5.005,7.812
0.249,-0.008,0.990,3.662,4.761,4.517
0.235,-0.013,0.996,1.892,3.479,1.404
0.225,-0.018,1.001,0.427,2.441,-0.977
0.214,-0.029,1.004,0.244,1.831,-2.258
0.204,-0.039,1.005,0.977,1.648,-2.869
0.196,-0.042,1.008,1.526,1.221,-2.136
0.192,-0.037,1.009,2.808,1.099,-0.183
0.193,-0.031,1.010,3.784,2.014,2.441
0.197,-0.022,1.006,4.456,3.174,5.249
0.205,-0.005,1.010,4.517,5.066,8.179
0.203,-0.010,1.012,4.883,7.935,11.353
0.205,-0.003,1.007,6.104,10.376,12.939
0.219,-0.004,1.010,7.141,12.146,13.306
0.224,-0.011,1.005,8.362,12.268,13.306
0.226,-0.015,0.995,8.911,11.108,13.062

